,classcode,oneway,streetname,cnn,from_cnn,to_cnn,from_cnn_coords,to_cnn_coords,length
13212,4,T,FOLSOM ST,5662000,24583000,24586000,"[-122.39893033117133, 37.7837849338221]","[-122.40037436716572, 37.78264451528788]",179.289104678
13213,5,B,HIGHLAND AVE,6911000,21258000,21255000,"[-122.4231169852057, 37.737357904486636]","[-122.42108045431426, 37.73725978955545]",179.303227692
13214,5,B,WEST VIEW AVE,13581000,20976000,50927000,"[-122.41928187459683, 37.73116430791171]","[-122.41725048333677, 37.731009844601665]",179.357986387
13215,4,T,SUNSET BLVD,12289101,23367000,23366000,"[-122.49405381822608, 37.73663508702908]","[-122.49385707624342, 37.73502785046792]",179.439295967
13216,5,B,NORTON ST,9714000,21742000,32971000,"[-122.43487037929222, 37.72458770596465]","[-122.43661904219768, 37.725421026005854]",179.439820673
13217,5,B,COLLINS ST,4274000,26913000,26912000,"[-122.45039125055217, 37.78608313705515]","[-122.45013568712481, 37.784480902359014]",179.45759356
13218,5,B,CERRITOS AVE,3872000,22777000,22782000,"[-122.46918552551271, 37.7263000115991]","[-122.471132004369, 37.72678773876837]",179.462298045
13219,5,B,PIPER LOOP,19632001,54129000,54130000,"[-122.4644549369425, 37.79436194259041]","[-122.46546677534008, 37.79576559295004]",179.512111458
13220,5,B,SAN ALESO AVE,11329000,22765000,22762000,"[-122.46504437738221, 37.7317561908211]","[-122.46542006541983, 37.73016825522902]",179.522099754
13221,5,T,NATOMA ST,9511000,24283000,24282000,"[-122.40624777546533, 37.78130584556203]","[-122.40769141484905, 37.78016202606679]",179.534846279
13222,5,F,SAN FERNANDO WAY,11415000,22792000,22795000,"[-122.46962476565682, 37.731878077010414]","[-122.47011042608435, 37.73030846852025]",179.569630657
13223,5,B,MARTIN LUTHER KING JR DR,11983000,27195000,27252000,"[-122.4643844382024, 37.766430031063805]","[-122.46642795394955, 37.766475895142115]",179.586874555
13224,3,B,SOUTH VAN NESS AVE,12023000,24142000,24139000,"[-122.41748659614271, 37.76518313446948]","[-122.41733240618511, 37.76357160349597]",179.59310175
13225,5,B,ELLIS ST,5169000,24892000,24894000,"[-122.40583101130346, 37.785743989580745]","[-122.40785252027197, 37.78549156022919]",179.737743075
13226,5,B,20TH ST,1064000,51579000,33616000,"[-122.4305629164712, 37.75793675294004]","[-122.43243216487852, 37.75727913311509]",179.750994949
13227,6,F,HWY 101 S OFF RAMP,19232000,52152000,52148000,"[-122.40342779715878, 37.75115106592365]","[-122.40412004757789, 37.749628590594526]",179.786754454
13228,5,B,BATTERY CROSBY RD,15073000,54136000,54137000,"[-122.47925668903379, 37.79682173280458]","[-122.48031227914642, 37.79820839590792]",179.822633668
13229,5,B,MERCEDES WAY,8983000,22781000,22788000,"[-122.47031827510976, 37.72715538680413]","[-122.47046746757951, 37.72876997968375]",179.900342186
13230,5,B,WESTGATE DR,13584000,22768000,22760000,"[-122.4654091832386, 37.72847453954748]","[-122.46463256985017, 37.72997259680597]",179.921719812
13231,5,B,GARCES DR,5993000,22561000,22564000,"[-122.47843169379146, 37.71591005788581]","[-122.48028650327774, 37.715225429266034]",179.925602327
13232,5,B,SHOTWELL ST,11834000,24141000,24135000,"[-122.41638752332746, 37.76524949347446]","[-122.41622727098948, 37.763635137375005]",179.947032036
13233,5,B,GRAND VIEW AVE,6378000,26087000,22324000,"[-122.44278269607081, 37.7507731109471]","[-122.44259922480376, 37.74916024296308]",179.953667212
13234,3,F,GUERRERO ST,6578201,25698000,25690000,"[-122.42410268392936, 37.76478345224288]","[-122.4239592428949, 37.76316782451272]",179.978488821
13235,5,F,MINNA ST,9044000,24284000,24285000,"[-122.4067111653081, 37.78168026672626]","[-122.40816079346452, 37.780535386716174]",179.989527931
13236,3,T,GENEVA AVE,6133101,22095000,22088000,"[-122.44512787242235, 37.720086704423316]","[-122.4436960738698, 37.71892867271368]",180.000817879
13237,3,F,GENEVA AVE,6133201,22095000,22088000,"[-122.44512787242235, 37.720086704423316]","[-122.4436960738698, 37.71892867271368]",180.000817879
13238,5,B,AVENUE E,14118001,34083000,34106000,"[-122.37292858492278, 37.826128065921644]","[-122.37389040402327, 37.827559430916054]",180.076348357
13239,5,B,FORT FUNSTON RD,12966000,33710000,33706000,"[-122.49835701734962, 37.71369412589757]","[-122.50037651825347, 37.713969374902355]",180.146763105
13240,5,B,FOLSOM ST,5704000,21175000,21161000,"[-122.41353207285817, 37.74676565100032]","[-122.41337632273412, 37.74514913353834]",180.156268532
13241,4,B,MISSION ST,9095201,24613000,54125000,"[-122.40202541977563, 37.786248151761114]","[-122.40350128148526, 37.78512185376334]",180.180463586
13242,0,B,HOLLADAY AVE,6952000,33286000,51927000,"[-122.40826342512787, 37.73964335900591]","[-122.40840790170064, 37.738025503424076]",180.232139576
13243,5,B,ELIZABETH ST,5151000,26084000,26088000,"[-122.44069451557488, 37.751697895659255]","[-122.44273998298097, 37.75157350777689]",180.252752009
13244,5,B,VALENCIA ST,13060000,24183000,24174000,"[-122.42188644607398, 37.76491737811355]","[-122.42173152136003, 37.763299768306396]",180.271561288
13245,5,B,CAPP ST,3673000,24168000,24140000,"[-122.41869842588804, 37.76510995504361]","[-122.41848397495029, 37.76349643475179]",180.289618606
13246,0,B,HOLLADAY AVE,6951000,52436000,33286000,"[-122.40781368722782, 37.74122782785258]","[-122.40826342512787, 37.73964335900591]",180.455269263
13247,5,B,ROCKDALE DR,11105000,22373000,22425000,"[-122.45099910429973, 37.74116284445982]","[-122.45304345528278, 37.741316863608006]",180.462580663
13248,3,T,MARKET ST,8761101,30757000,30758000,"[-122.42485259870135, 37.77074774554478]","[-122.4263094381509, 37.769602597314986]",180.472533896
13249,3,F,MARKET ST,8761201,30757000,30758000,"[-122.42485259870135, 37.77074774554478]","[-122.4263094381509, 37.769602597314986]",180.472533896
13250,5,B,QUINT ST,10827000,33117000,20252000,"[-122.38799708243656, 37.7466187992363]","[-122.38919329885915, 37.74529840908327]",180.493093345
13251,4,B,MISSION ST,9099000,24883000,24293000,"[-122.407254674816, 37.78211941926083]","[-122.40870867384237, 37.7809711832812]",180.524148462
13252,3,T,03RD ST,184101,34155000,23579000,"[-122.38986500351845, 37.77455117139792]","[-122.38971674031366, 37.77293079486964]",180.534852092
13253,3,F,03RD ST,184201,34155000,23579000,"[-122.38986500351845, 37.77455117139792]","[-122.38971674031366, 37.77293079486964]",180.534852092
13254,5,B,NEVADA ST,9536000,21063000,21062000,"[-122.41137009623806, 37.73983106165738]","[-122.4115025396871, 37.738209619421674]",180.558470005
13255,5,B,HOFF ST,6935000,24175000,24176000,"[-122.42058060823194, 37.7649962696406]","[-122.42043281739039, 37.76337555212114]",180.569779059
13256,5,T,PROSPER ST,10792000,25798000,25799000,"[-122.43170028736199, 37.76432401224559]","[-122.43154484003244, 37.762703174060384]",180.632766712
13257,5,F,POND ST,10590000,25800000,25801000,"[-122.43227951625104, 37.76428896482963]","[-122.43212405635836, 37.762668127398356]",180.632767103
13258,5,B,SANCHEZ ST,11512000,25797000,25796000,"[-122.43088215296271, 37.76437351049959]","[-122.43072672335468, 37.7627526703487]",180.632866143
13259,5,B,MIRALOMA DR,9068000,22826000,22815000,"[-122.46001470436559, 37.739281896804144]","[-122.46144127407156, 37.73811106425029]",180.678719091
13260,5,B,LYDIA AVE,14008000,34007000,34004000,"[-122.39888519899925, 37.727836253580456]","[-122.39721349724552, 37.72688863209764]",180.768934854
13261,4,B,MISSION ST,9116000,24170000,24165000,"[-122.41966897270291, 37.76505133728231]","[-122.41951273676816, 37.76342927308283]",180.773854609
13262,4,B,MISSION ST,9115000,24171000,24170000,"[-122.41982523426957, 37.76667360148145]","[-122.41966897270291, 37.76505133728231]",180.796163545
13263,5,B,JULIAN AVE,7699000,24182000,24181000,"[-122.42105663084556, 37.766599217933305]","[-122.42090127084364, 37.764976898761134]",180.796260021
13264,3,T,GUERRERO ST,6577101,25701000,25698000,"[-122.42425811343622, 37.76640576724979]","[-122.42410268392936, 37.76478345224288]",180.796262188
13265,3,F,GUERRERO ST,6577201,25701000,25698000,"[-122.42425811343622, 37.76640576724979]","[-122.42410268392936, 37.76478345224288]",180.796262188
13266,5,T,WIESE ST,13624000,24179000,24180000,"[-122.42063784386652, 37.76662451657145]","[-122.42048249182183, 37.765002196873056]",180.796265212
13267,5,B,SHARON ST,11795000,25730000,25731000,"[-122.42992612069641, 37.76606306062168]","[-122.42977056700285, 37.764440753012266]",180.796271501
13268,5,B,FOLSOM ST,5689000,24335000,24138000,"[-122.4154621276588, 37.76693705613517]","[-122.41530838871725, 37.76531463953255]",180.796358105
13269,5,B,CHURCH ST,4011000,25727000,25726000,"[-122.42881914791884, 37.76613001360578]","[-122.4286651291497, 37.76450761314199]",180.796418667
13270,5,B,SHOTWELL ST,11833000,24338000,24141000,"[-122.41654853786007, 37.76687147174092]","[-122.41638752332746, 37.76524949347446]",180.796664275
13271,5,F,ALBION ST,2144000,25834000,25699000,"[-122.4232814555294, 37.76646479172694]","[-122.4231124207272, 37.764843298888096]",180.799394228
13272,5,B,FLOURNOY ST,5635000,22482000,22483000,"[-122.46172521285324, 37.70853811522901]","[-122.46322518380506, 37.70965152190577]",180.82525817
13273,5,B,INNES AVE,7262000,20229000,20671000,"[-122.38903096712137, 37.73953344816273]","[-122.39070266376751, 37.74048233488075]",180.830125912
13274,3,F,PORTOLA DR,10618201,22840000,22837000,"[-122.45527107469812, 37.7430486648958]","[-122.4563607417439, 37.74166815256254]",180.840618164
13275,3,T,GREAT HWY,6433101,27982000,27981000,"[-122.51128210198455, 37.77295994414038]","[-122.5110537557113, 37.77134249965283]",180.854400556
13276,3,F,GREAT HWY,6433201,27982000,27981000,"[-122.51128210198455, 37.77295994414038]","[-122.5110537557113, 37.77134249965283]",180.854400556
13277,3,T,CESAR CHAVEZ ST,2489101,21304000,21345000,"[-122.41822117060424, 37.748165689108525]","[-122.42027883102057, 37.748125283492314]",180.857572951
13278,5,B,MAYNARD ST,8883000,21666000,21008000,"[-122.42379763922213, 37.729509407981745]","[-122.4225000407933, 37.73077258651808]",180.859525706
13279,5,B,MENDELL ST,8955000,20232000,20203000,"[-122.38385037545179, 37.742378751868095]","[-122.38470554033049, 37.740897516615235]",180.945230938
13280,5,B,ARBOR ST,2391000,21961000,21987000,"[-122.4346264487235, 37.738290069003035]","[-122.43628448341394, 37.73732390079828]",180.992215047
13281,0,B,CHANNEL ST,3890000,30019000,50103000,"[-122.39698105813456, 37.77161828087226]","[-122.3984382242074, 37.77046602707362]",181.049389206
13282,5,F,VENUS ST,13203000,20532000,20541000,"[-122.39572616504076, 37.731911771918085]","[-122.39769667859738, 37.73143453557314]",181.121047284
13283,5,B,AVENUE I,14140000,34086000,34109000,"[-122.36996947568065, 37.827381599070776]","[-122.3709423160386, 37.82881916315521]",181.13844728
13284,5,B,FOERSTER ST,5646000,22352000,22354000,"[-122.4488931544288, 37.73427693734568]","[-122.44887577052496, 37.73590767401815]",181.222237572
13285,5,B,MARTIN LUTHER KING JR DR,11981000,27183000,27182000,"[-122.45863716127542, 37.76720000036661]","[-122.46067684177785, 37.76744881047987]",181.296265617
13286,5,B,LENOX WAY,8307000,32993000,22963000,"[-122.46499370587131, 37.742409779880646]","[-122.46612280219111, 37.74104356339692]",181.367436375
13287,5,B,LOCKSLEY AVE,8420000,27056000,50534000,"[-122.46322594777273, 37.75856248924822]","[-122.46282185492834, 37.75696173866317]",181.39175723
13288,4,B,JACKSON ST,7418000,27576000,27581000,"[-122.45741204579913, 37.78956091559243]","[-122.4594525369421, 37.789300949951624]",181.506848936
13289,5,B,12TH AVE,534000,27112000,32884000,"[-122.4686737475543, 37.7508200196419]","[-122.46857267119879, 37.749188353929384]",181.536408611
13290,5,B,CASTENADA AVE,3777000,22976000,50635000,"[-122.46573285161945, 37.745690338230055]","[-122.46779203662726, 37.74582265236688]",181.538052263
13291,5,B,07TH AVE,349000,51426000,27600000,"[-122.46587838367643, 37.788258439506585]","[-122.46576033939034, 37.786627327448905]",181.553726696
13292,5,T,STEVENSON ST,12165000,24607000,24618000,"[-122.3993500550044, 37.78997050484726]","[-122.40081230310159, 37.788815496571225]",181.558943644
13293,5,B,BRANNAN ST,3072000,23600000,23802000,"[-122.38984639230793, 37.78360917681238]","[-122.39130831077517, 37.7824539662706]",181.562178075
13294,3,B,POINT LOBOS AVE,10543000,28013000,51560000,"[-122.50943294070811, 37.77985107002035]","[-122.5114241395534, 37.77940966361134]",181.636134438
13295,5,B,PARK BLVD,19589000,51178000,51179000,"[-122.46904601268618, 37.79804318715571]","[-122.46861376835558, 37.79644454617551]",181.658506625
13296,5,B,PALO ALTO AVE,10204001,51512000,53064000,"[-122.44832168966849, 37.756855988261464]","[-122.4503857048536, 37.756750626202326]",181.716576052
13297,0,B,PULASKI AVE,10797000,51920000,50846000,"[-122.38756660863503, 37.70940391515741]","[-122.38588456617782, 37.708449004034264]",182.009496937
13298,5,B,OLYMPIA WAY,9942000,26241000,26242000,"[-122.45439231714181, 37.75127891989406]","[-122.45644843333329, 37.75148331313104]",182.080450297
13299,5,B,NORTH GATE RD,14220000,34153000,34150000,"[-122.36448143653304, 37.812723543937004]","[-122.36268792440083, 37.81189590646156]",182.348011194
13300,5,B,PUTNAM ST,10798000,21061000,21058000,"[-122.41073334321442, 37.73979248065557]","[-122.41087894150517, 37.73815553859154]",182.35480743
13301,5,B,GELLERT DR,6122000,28260000,23136000,"[-122.49076132385578, 37.72974543359782]","[-122.48895104071127, 37.730548431872805]",182.418950198
13302,5,B,DWIGHT ST,5022000,20606000,33334000,"[-122.40508684896676, 37.723289557431926]","[-122.40705800885387, 37.72277418293207]",182.48012665
13303,5,B,WILDE AVE,13629000,20591000,20838000,"[-122.40531015960082, 37.717281248471366]","[-122.40727154940585, 37.71781994694041]",182.510686121
13304,5,B,MORTON ST,19569000,51195000,51247000,"[-122.45240357686538, 37.795455890848096]","[-122.4542375508625, 37.79623079054877]",182.619696708
13305,5,F,OREILLY AVE,19582000,51479000,51215000,"[-122.45114998154123, 37.799563818774416]","[-122.4502167466213, 37.80103267050437]",182.640476027
13306,5,B,VICTORIA ST,13288000,22706000,22704000,"[-122.46556367303164, 37.721672709107644]","[-122.46463422526972, 37.72314268000258]",182.641215071
13307,5,B,BACON ST,2591000,20938000,20942000,"[-122.41543673214828, 37.72453376094421]","[-122.41740904458372, 37.72401640957848]",182.642583751
13308,0,B,PALMETTO AVE,10198000,22480000,52048000,"[-122.46048235422894, 37.71032208315319]","[-122.46255964250412, 37.710388444555974]",182.768483842
13309,5,F,MINNA ST,9047000,24291000,24303000,"[-122.41040149280346, 37.77878537250362]","[-122.41187022589962, 37.777619143755025]",182.857608689
13310,5,B,MAIN DR,19692000,51291000,51293000,"[-122.46399493559277, 37.79951723748134]","[-122.46522942952437, 37.798191241913045]",182.927599517
13311,5,B,04TH AVE,248000,27080000,27072000,"[-122.46095770502697, 37.76427189932888]","[-122.4608429646233, 37.76262764245211]",182.996055762
13312,5,B,GARDENSIDE DR,6004000,26118000,32973000,"[-122.44526285761098, 37.75093681292196]","[-122.44545657779818, 37.75257644935975]",182.998074203
13313,5,B,HARRISON ST,6761000,21168000,21166000,"[-122.41160981972588, 37.746881462314384]","[-122.41145159515504, 37.74523882974135]",183.066443368
13314,5,B,LAKESHORE DR,8057000,23316000,23329000,"[-122.4971599698876, 37.72976975505733]","[-122.49800163650198, 37.731277832459206]",183.185185569
13315,5,T,HOLLOWAY AVE,6998101,23058000,33484000,"[-122.47898555801234, 37.72088442966305]","[-122.48105803211652, 37.72070272755615]",183.286355704
13316,5,B,15TH AVE,622000,32874000,27308000,"[-122.47211571379245, 37.754217333906816]","[-122.47200757463263, 37.752569818213004]",183.326744601
13317,4,B,MISSION ST,9101000,24315000,24317000,"[-122.41093657382336, 37.77921168541314]","[-122.41241334384462, 37.778045328726684]",183.365806235
13318,5,B,UPTON AVE,19891000,51354000,51350000,"[-122.47318433832193, 37.80015994146944]","[-122.47292921717877, 37.80179908129529]",183.52186844
13319,5,F,STONECREST DR,12230000,23067000,23062000,"[-122.47423317408276, 37.72688808974965]","[-122.4732954517739, 37.72541237455776]",183.535957284
13320,0,B,WEST RD,19803000,52187000,52192000,"[-122.44999050680144, 37.72410855129859]","[-122.44797726421368, 37.72454837722396]",183.581613499
13321,5,B,14TH AVE,567000,32875000,27123000,"[-122.47101932168609, 37.75426561821518]","[-122.4709075292235, 37.75261583605376]",183.595160406
13322,0,B,OCEANVIEW TER,15083000,22517000,54154000,"[-122.466160694539, 37.71068225385588]","[-122.467837505145, 37.709697397495894]",183.597923366
13323,0,B,CHANNEL ST,12899000,50384000,23783000,"[-122.394909078586, 37.77231033291043]","[-122.39631844002001, 37.771090121063544]",183.608929346
13324,0,B,ISLAIS ST,7332000,51702000,20707000,"[-122.38854614473719, 37.74692684689832]","[-122.3906345602041, 37.746834734938226]",183.792594856
13325,5,B,COUNTRY CLUB DR,4467000,23327000,23328000,"[-122.49637887478941, 37.72999589715063]","[-122.49712549104395, 37.73154156861495]",183.870418449
13326,5,B,WHITNEY ST,13610000,21871000,21869000,"[-122.42742836819862, 37.73885401794941]","[-122.42770734651201, 37.737213736723874]",183.917806449
13327,4,F,MANSELL ST,8669201,20596000,20847000,"[-122.40500936917745, 37.72050868045263]","[-122.40699791249956, 37.71999111472693]",184.013709189
13328,5,B,REVERE AVE,10985000,33255000,20753000,"[-122.40137332248273, 37.7380247162167]","[-122.40307582465171, 37.7389904170977]",184.121361682
13329,5,B,22ND ST,12935000,51599000,33655000,"[-122.38343557864727, 37.75777161905112]","[-122.38548930912604, 37.758109477703826]",184.297389817
13330,5,B,COLLINGWOOD ST,4273000,35059000,25773000,"[-122.43568998334048, 37.75603761397836]","[-122.43591607521287, 37.75438865613873]",184.314178974
13331,5,B,MAJESTIC AVE,8632000,22183000,21600000,"[-122.45073700149285, 37.71836030649555]","[-122.45189499173857, 37.71697750774469]",184.320623622
